,geneSymbol
7677,GAN
7678,GANAB
7679,GANC
7680,GAP43
7681,GAPC1
7682,GAPC2
7683,GAPDH
7684,GAPDHP1
7685,GAPDHP65
7686,GAPDHS
7687,GAPVD1
7688,GAR1
7689,GAREM
7690,GAREML
7691,GARNL3
7692,GARS
7693,GART
7694,GAS1
7695,GAS2
7696,GAS2L1
7697,GAS2L2
7698,GAS2L3
7699,GAS5
7700,GAS6
7701,GAS7
7702,GAS8
7703,GAS8-AS1
7704,GAST
7705,GATA1
7706,GATA2
7707,GATA3
7708,GATA4
7709,GATA5
7710,GATA6
7711,GATAD1
7712,GATAD2A
7713,GATAD2B
7714,GATB
7715,GATC
7716,GATM
7717,GATS
7718,GATSL2
7719,GATSL3
7720,GBA
7721,GBA2
7722,GBA3
7723,GBAP1
7724,GBAS
7725,GBE1
7726,GBF1
7727,GBGT1
7728,GBP1
7729,GBP2
7730,GBP3
7731,GBP4
7732,GBP5
7733,GBP6
7734,GBP7
7735,GBX1
7736,GBX2
7737,GC
7738,GCA
7739,GCAT
7740,GCC1
7741,GCC2
7742,GCD11
7743,GCD2
7744,GCD6
7745,GCD7
7746,GCDH
7747,GCFC2
7748,GCG
7749,GCGR
7750,GCH1
7751,GCHFR
7752,GCK
7753,GCKR
7754,GCLC
7755,GCLM
7756,GCM1
7757,GCM2
7758,GCN1
7759,GCN1L1
7760,GCN20
7761,GCN4
7762,GCN5
7763,GCNT1
7764,GCNT2
7765,GCNT3
7766,GCNT4
7767,GCNT6
7768,GCNT7
7769,GCOM1
7770,GCOM2
7771,GCSAM
7772,GCSAML
7773,GCSH
7774,GDA
7775,GDA1
7776,GDAP1
7777,GDAP1L1
7778,GDAP2
7779,GDE1
7780,GDF1
7781,GDF10
7782,GDF11
7783,GDF15
7784,GDF2
7785,GDF3
7786,GDF5
7787,GDF5OS
7788,GDF6
7789,GDF7
7790,GDF9
7791,GDH1
7792,GDH2
7793,GDI1
7794,GDI2
7795,GDI2P1
7796,GDNF
7797,GDPD1
7798,GDPD2
7799,GDPD3
7800,GDPD4
7801,GDPD5
7802,GDPGP1
7803,GDU1
7804,GDU2
7805,GDU3
7806,GDU5
7807,GDU7
7808,GEA1
7809,GEM
7810,GEMIN2
7811,GEMIN4
7812,GEMIN5
7813,GEMIN6
7814,GEMIN7
7815,GEMIN8
7816,GEMIN8P4
7817,GEN1
7818,GET4
7819,GFA1
7820,GFAP
7821,GFER
7822,GFI1
7823,GFI1B
7824,GFM1
7825,GFM2
7826,GFOD1
7827,GFOD2
7828,GFPT1
7829,GFPT2
7830,GFRA1
7831,GFRA2
7832,GFRA3
7833,GFRA4
7834,GFRAL
7835,GGA1
7836,GGA2
7837,GGA3
7838,GGACT
7839,GGCT
7840,GGCX
7841,GGH
7842,GGN
7843,GGNBP1
7844,GGNBP2
7845,GGPS1
7846,GGT1
7847,GGT2
7848,GGT5
7849,GGT6
7850,GGT7
7851,GGTA1P
7852,GGTLC1
7853,GGTLC2
7854,GGTLC3
7855,GH1
7856,GH2
7857,GHDC
7858,GHET1
7859,GHITM
7860,GHR
7861,GHRH
7862,GHRHR
7863,GHRL
7864,GHSR
7865,GID4
7866,GID8
7867,GIF
7868,GIGYF1
7869,GIGYF2
7870,GIMAP1
7871,GIMAP2
7872,GIMAP4
7873,GIMAP5
7874,GIMAP6
7875,GIMAP7
7876,GIMAP8
7877,GIN1
7878,GIN4
7879,GINM1
7880,GINS1
7881,GINS2
7882,GINS3
7883,GINS4
7884,GIP
7885,GIP2
7886,GIPC1
7887,GIPC2
7888,GIPC3
7889,GIPR
7890,GIT1
7891,GIT2
7892,GJA1
7893,GJA10
7894,GJA3
7895,GJA4
7896,GJA5
7897,GJA8
7898,GJA9
7899,GJB1
7900,GJB2
7901,GJB3
7902,GJB4
7903,GJB5
7904,GJB6
7905,GJB7
7906,GJC1
7907,GJC2
7908,GJC3
7909,GJD2
7910,GJD3
7911,GJD4
7912,GK
7913,GK2
7914,GK3P
7915,GK5
7916,GKAP1
7917,GKN1
7918,GKN2
7919,GLA
7920,GLB1
7921,GLB1L
7922,GLB1L2
7923,GLB1L3
7924,GLC3
7925,GLC7
7926,GLCCI1
7927,GLCE
7928,GLDC
7929,GLE1
7930,GLG1
7931,GLI1
7932,GLI2
7933,GLI3
7934,GLI4
7935,GLIDR
7936,GLIPR1
7937,GLIPR1L2
7938,GLIPR2
7939,GLIS1
7940,GLIS2
7941,GLIS3
7942,GLK1
7943,GLMN
7944,GLN1
7945,GLN3
7946,GLO1
7947,GLO2
7948,GLO4
7949,GLOD4
7950,GLOD5
7951,GLP1R
7952,GLP2R
7953,GLRA1
7954,GLRA2
7955,GLRA3
7956,GLRA4
7957,GLRB
7958,GLRX
7959,GLRX2
7960,GLRX3
7961,GLRX5
7962,GLS
7963,GLS2
7964,GLT1
7965,GLT1D1
7966,GLT6D1
7967,GLT8D1
7968,GLT8D2
7969,GLTP
7970,GLTPD2
7971,GLTSCR1
7972,GLTSCR1L
7973,GLTSCR2
7974,GLUD1
7975,GLUD1P3
7976,GLUD2
7977,GLUL
7978,GLY1
7979,GLYAT
7980,GLYATL1
7981,GLYATL2
7982,GLYATL3
7983,GLYCTK
7984,GLYR1
7985,GM2A
7986,GMCL1
7987,GMCL1P1
7988,GMDS
7989,GMDS-AS1
7990,GMEB1
7991,GMEB2
7992,GMFB
7993,GMFG
7994,GMIP
7995,GML
7996,GMNC
7997,GMNN
7998,GMPPA
7999,GMPPB
8000,GMPR
8001,GMPR2
8002,GMPS
8003,GNA11
8004,GNA12
8005,GNA13
8006,GNA14
8007,GNA15
8008,GNAI1
8009,GNAI2
8010,GNAI3
8011,GNAL
8012,GNAO1
8013,GNAQ
8014,GNAS
8015,GNAS-AS1
8016,GNAT1
8017,GNAT2
8018,GNAT3
8019,GNAZ
8020,GNB1
8021,GNB1L
8022,GNB2
8023,GNB2L1
8024,GNB3
8025,GNB4
8026,GNB5
8027,GND1
8028,GNE
8029,GNG10
8030,GNG11
8031,GNG12
8032,GNG12-AS1
8033,GNG13
8034,GNG2
8035,GNG3
8036,GNG4
8037,GNG5
8038,GNG7
8039,GNG8
8040,GNGT1
8041,GNGT2
8042,GNL1
8043,GNL2
8044,GNL3
8045,GNL3L
8046,GNL3LP1
8047,GNLY
8048,GNMT
8049,GNN
8050,GNPAT
8051,GNPDA1
8052,GNPDA2
8053,GNPNAT1
8054,GNPTAB
8055,GNPTG
8056,GNRH1
8057,GNRH2
8058,GNRHR
8059,GNS
8060,GOLGA1
8061,GOLGA2
8062,GOLGA2P10
8063,GOLGA2P11
8064,GOLGA2P5
8065,GOLGA2P7
8066,GOLGA3
8067,GOLGA4
8068,GOLGA5
8069,GOLGA6A
8070,GOLGA6C
8071,GOLGA6L1
8072,GOLGA6L10
8073,GOLGA6L2
8074,GOLGA6L5P
8075,GOLGA6L6
8076,GOLGA6L7P
8077,GOLGA6L9
8078,GOLGA7
8079,GOLGA7B
8080,GOLGA8A
8081,GOLGA8B
8082,GOLGA8CP
8083,GOLGA8DP
8084,GOLGA8EP
8085,GOLGA8F
8086,GOLGA8G
8087,GOLGA8J
8088,GOLGA8K
8089,GOLGA8M
8090,GOLGA8N
8091,GOLGA8O
8092,GOLGA8R
8093,GOLGB1
8094,GOLIM4
8095,GOLM1
8096,GOLPH3
8097,GOLPH3L
8098,GOLT1A
8099,GOLT1B
8100,GON4L
8101,GOPC
8102,GORAB
8103,GORASP1
8104,GORASP2
8105,GOSR1
8106,GOSR2
8107,GOT1
8108,GOT1L1
8109,GOT2
8110,GP1BA
8111,GP1BB
8112,GP2
8113,GP5
8114,GP6
8115,GP9
8116,GPA1
8117,GPA33
8118,GPAA1
8119,GPALPP1
8120,GPAM
8121,GPANK1
8122,GPAT2
8123,GPATCH1
8124,GPATCH11
8125,GPATCH2
8126,GPATCH2L
8127,GPATCH3
8128,GPATCH4
8129,GPATCH8
8130,GPBAR1
8131,GPBP1
8132,GPBP1L1
8133,GPC1
8134,GPC2
8135,GPC3
8136,GPC4
8137,GPC5
8138,GPC6
8139,GPCPD1
8140,GPD1
8141,GPD1L
8142,GPD2
8143,GPER1
8144,GPH1
8145,GPHA2
8146,GPHB5
8147,GPHN
8148,GPI
8149,GPIHBP1
8150,GPKOW
8151,GPLD1
8152,GPM1
8153,GPM6A
8154,GPM6B
8155,GPN1
8156,GPN2
8157,GPN3
8158,GPNMB
8159,GPP1
8160,GPR101
8161,GPR107
8162,GPR108
8163,GPR110
8164,GPR111
8165,GPR112
8166,GPR113
8167,GPR114
8168,GPR115
8169,GPR116
8170,GPR119
8171,GPR12
8172,GPR124
8173,GPR125
8174,GPR126
8175,GPR128
8176,GPR133
8177,GPR135
8178,GPR137
8179,GPR137B
8180,GPR137C
8181,GPR141
8182,GPR142
8183,GPR143
8184,GPR146
8185,GPR148
8186,GPR149
8187,GPR15
8188,GPR150
8189,GPR151
8190,GPR152
8191,GPR155
8192,GPR156
8193,GPR157
8194,GPR158
8195,GPR160
8196,GPR161
8197,GPR162
8198,GPR17
8199,GPR171
8200,GPR173
8201,GPR179
8202,GPR18
8203,GPR180
8204,GPR182
8205,GPR183
8206,GPR19
8207,GPR20
8208,GPR21
8209,GPR22
8210,GPR25
8211,GPR26
8212,GPR27
8213,GPR3
8214,GPR32
8215,GPR34
8216,GPR35
8217,GPR37
8218,GPR37L1
8219,GPR39
8220,GPR42
8221,GPR45
8222,GPR50
8223,GPR50-AS1
8224,GPR52
8225,GPR55
8226,GPR56
8227,GPR6
8228,GPR61
8229,GPR64
8230,GPR65
8231,GPR75-ASB3
8232,GPR78
8233,GPR83
8234,GPR84
8235,GPR85
8236,GPR87
8237,GPR88
8238,GPR89A
8239,GPR89B
8240,GPR97
8241,GPR98
8242,GPRASP1
8243,GPRASP2
8244,GPRC5A
8245,GPRC5B
8246,GPRC5C
8247,GPRC5D
8248,GPRC6A
8249,GPRIN1
8250,GPRIN2
8251,GPRIN3
8252,GPS1
8253,GPS2
8254,GPSM1
8255,GPSM2
8256,GPSM3
8257,GPT
8258,GPT2
8259,GPX1
8260,GPX2
8261,GPX3
8262,GPX4
8263,GPX5
8264,GPX6
8265,GPX7
8266,GPX8
8267,GRAMD1A
8268,GRAMD1B
8269,GRAMD1C
8270,GRAMD2
8271,GRAMD3
8272,GRAMD4
8273,GRAP
8274,GRAP2
8275,GRAPL
8276,GRASP
8277,GRB10
8278,GRB14
8279,GRB2
8280,GRB7
8281,GRE2
8282,GRE3
8283,GREB1
8284,GREB1L
8285,GREM1
8286,GREM2
8287,GRHL1
8288,GRHL2
8289,GRHL3
8290,GRHPR
8291,GRIA1
8292,GRIA2
8293,GRIA3
8294,GRIA4
8295,GRID1
8296,GRID2
8297,GRID2IP
8298,GRIK1
8299,GRIK2
8300,GRIK3
8301,GRIK4
8302,GRIK5
8303,GRIN1
8304,GRIN2A
8305,GRIN2B
8306,GRIN2C
8307,GRIN2D
8308,GRIN3A
8309,GRIN3B
8310,GRINA
8311,GRIP1
8312,GRIP2
8313,GRIPAP1
8314,GRK1
8315,GRK4
8316,GRK5
8317,GRK6
8318,GRK7
8319,GRL
8320,GRM1
8321,GRM2
8322,GRM3
8323,GRM4
8324,GRM5
8325,GRM6
8326,GRM7
8327,GRM8
8328,GRN
8329,GRP
8330,GRPEL1
8331,GRPEL2
8332,GRPR
8333,GRS1
8334,GRSF1
8335,GRTP1
8336,GRWD1
8337,GRX3
8338,GRX6
8339,GRX7
8340,GRXCR1
8341,GRXCR2
8342,GS1-259H13.2
8343,GSAP
8344,GSC
8345,GSC2
8346,GSDMA
8347,GSDMB
8348,GSDMC
8349,GSDMD
8350,GSE1
8351,GSF2
8352,GSG1
8353,GSG1L
8354,GSG2
8355,GSH1
8356,GSH2
8357,GSK3A
8358,GSK3B
8359,GSKIP
8360,GSN
8361,GSP1
8362,GSPT1
8363,GSPT2
8364,GSR
8365,GSS
8366,GSTA1
8367,GSTA2
8368,GSTA3
8369,GSTA4
8370,GSTA5
8371,GSTCD
8372,GSTK1
8373,GSTM1
8374,GSTM2
8375,GSTM3
8376,GSTM4
8377,GSTM5
8378,GSTO1
8379,GSTO2
8380,GSTP1
8381,GSTT1
8382,GSTT2
8383,GSTT2B
8384,GSTZ1
8385,GSX1
8386,GSX2
8387,GSY1
8388,GSY2
8389,GTDC1
8390,GTF2A1
8391,GTF2A1L
8392,GTF2A2
8393,GTF2B
8394,GTF2E1
8395,GTF2E2
8396,GTF2F1
8397,GTF2F2
8398,GTF2H1
8399,GTF2H2
8400,GTF2H2B
8401,GTF2H2C
8402,GTF2H2C_2
8403,GTF2H3
8404,GTF2H4
8405,GTF2H5
8406,GTF2I
8407,GTF2IP1
8408,GTF2IRD1
8409,GTF2IRD1P1
8410,GTF2IRD2
8411,GTF2IRD2B
8412,GTF3A
8413,GTF3C1
8414,GTF3C2
8415,GTF3C2-AS1
8416,GTF3C3
8417,GTF3C4
8418,GTF3C5
8419,GTF3C6
8420,GTO1
8421,GTPBP1
8422,GTPBP10
8423,GTPBP2
8424,GTPBP3
8425,GTPBP4
8426,GTPBP6
8427,GTPBP8
8428,GTSE1
8429,GTSF1
8430,GTSF1L
8431,GTT1
8432,GUA1
8433,GUCA1A
8434,GUCA1B
8435,GUCA1C
8436,GUCA2A
8437,GUCA2B
8438,GUCD1
8439,GUCY1A2
8440,GUCY1A3
8441,GUCY1B2
8442,GUCY1B3
8443,GUCY2C
8444,GUCY2D
8445,GUCY2EP
8446,GUCY2F
8447,GUF1
8448,GUK1
8449,GULP1
8450,GUS1
8451,GUSB
8452,GUSBP1
8453,GUSBP3
8454,GUSBP4
8455,GUSBP5
8456,GUT2
8457,GVINP1
8458,GVP36
8459,GXYLT1
8460,GXYLT2
8461,GYG1
8462,GYG2
8463,GYLTL1B
8464,GYP5
8465,GYPA
8466,GYPB
8467,GYPC
8468,GYS1
8469,GYS2
8470,GZF1
8471,GZMA
8472,GZMB
8473,GZMH
8474,GZMK
8475,GZMM
8476,Gaa
8477,Gab1
8478,Gab2
8479,Gabarap
8480,Gabarapl1
8481,Gabra1
8482,Gabra4
8483,Gabrb1
8484,Gabrb2
8485,Gabrb3
8486,Gadd45b
8487,Gadl1
8488,Gak
8489,Galk1
8490,Ganab
8491,Gap43
8492,Gapdh
8493,Gar1
8494,Gata2
8495,Gata4
8496,Gata6
8497,Gatad2b
8498,Gatm
8499,Gbas
8500,Gbp4
8501,Gcat
8502,Gcdh
8503,Gclm
8504,Gcn1l1
8505,Gcnt4
8506,Gdi2
8507,Gdpd1
8508,Gfap
8509,Gfpt1
8510,Gga2
8511,Ggt7
8512,Gigyf1
8513,Git1
8514,Git2
8515,Gkap1
8516,Gle1
8517,Glg1
8518,Gli2
8519,Glis3
8520,Glrx5
8521,Gltp
8522,Gltscr2
8523,Glud1
8524,Glul
8525,Glyr1
8526,Gm10068
8527,Gm16470
8528,Gm2890
8529,Gm4779
8530,Gm5745
8531,Gm8129
8532,Gm8991
8533,Gmfb
8534,Gmps
8535,Gna11
8536,Gna13
8537,Gnai1
8538,Gnai2
8539,Gnai3
8540,Gnao1
8541,Gnaq
8542,Gnas
8543,Gnb1
8544,Gnb2
8545,Gnb2l1
8546,Gnb3
8547,Gng11
8548,Gng12
8549,Gng2
8550,Gng7
8551,Gnl2
8552,Gnl3
8553,Gorasp2
8554,Got1
8555,Got2
8556,Gpatch8
8557,Gpbp1l1
8558,Gpc4
8559,Gpd2
8560,Gphn
8561,Gpi
8562,Gpi1
8563,Gpn1
8564,Gpr151
8565,Gpr158
8566,Gps1
8567,Gpsm1
8568,Gpsm2
8569,Gpx1
8570,Gpx3
8571,Grap2
8572,Grb14
8573,Grb2
8574,Grem1
8575,Gria1
8576,Gria2
8577,Gria3
8578,Grik2
8579,Grik5
8580,Grin2a
8581,Grin2b
8582,Grin2c
8583,Grin3a
8584,Grip1
8585,Grm1
8586,Grm5
8587,Grn
8588,Grpel1
8589,Grr1
8590,Gsc
8591,Gsk3a
8592,Gsk3b
8593,Gsn
8594,Gspt1
8595,Gsr
8596,Gsta1
8597,Gsta4
8598,Gstm1
8599,Gstm2
8600,Gstm5
8601,Gstm7
8602,Gsto1
8603,Gstp1
8604,Gstt1
8605,Gtf2b
8606,Gtf2f1
8607,Gtf3c1
8608,Gtf3c2
8609,Gtf3c4
8610,Gtpbp4
8611,Gtpbp6
8612,Gtse1
8613,Gucy1b2
8614,Gyk
8615,Gypa
8616,Gys1
8617,Gzma
8618,Gzmk
8619,Gzmm
8620,H
8621,H13
8622,H19
8623,H1F0
8624,H1FNT
8625,H1FOO
8626,H1FX
8627,H1FX-AS1
8628,H1f0
8629,H2-Aa
8630,H2-K1
8631,H2AFB1
8632,H2AFB2
8633,H2AFB3
8634,H2AFJ
8635,H2AFV
8636,H2AFX
8637,H2AFY
8638,H2AFY2
8639,H2AFZ
8640,H2B
8641,H2BFM
8642,H2BFS
8643,H2BFWT
8644,H2afj
8645,H2afx
8646,H3.1
8647,H3F3A
8648,H3F3AP6
8649,H3F3B
8650,H3F3C
8651,H3f3a
8652,H3f3c
8653,H4
8654,H6PD
8655,HAAO
8656,HABP2
8657,HABP4
8658,HACE1
8659,HACL1
8660,HADH
8661,HADHA
8662,HADHB
8663,HAGH
8664,HAGHL
8665,HAL
8666,HAMP
8667,HAND1
8668,HAND2
8669,HAO1
8670,HAO2
8671,HAP1
8672,HAPLN1
8673,HAPLN2
8674,HAPLN3
8675,HAPLN4
8676,HARBI1
8677,HARS
8678,HARS2
8679,HAS1
8680,HAS2
8681,HAS3
8682,HAT1
8683,HAUS1
8684,HAUS2
8685,HAUS3
8686,HAUS4
8687,HAUS5
8688,HAUS6
8689,HAUS7
8690,HAUS8
8691,HAVCR1
8692,HAVCR2
8693,HAX1
8694,HB-1
8695,HBA1
8696,HBA2
8697,HBB
8698,HBD
8699,HBE1
8700,HBEGF
8701,HBG1
8702,HBG2
8703,HBM
8704,HBP1
8705,HBQ1
8706,HBS1
8707,HBS1L
8708,HBZ
8709,HCAR1
8710,HCAR2
8711,HCAR3
8712,HCCS
8713,HCFC1
8714,HCFC1R1
8715,HCFC2
8716,HCG11
8717,HCG18
8718,HCG27
8719,HCK
8720,HCLS1
8721,HCN1
8722,HCN2
8723,HCN3
8724,HCN4
8725,HCP5
8726,HCR1
8727,HCRT
8728,HCRTR1
8729,HCRTR2
8730,HCST
8731,HCT
8732,HCVgp1
8733,HCVgp2
8734,HDA3
8735,HDAC1
8736,HDAC10
8737,HDAC11
8738,HDAC2
8739,HDAC3
8740,HDAC4
8741,HDAC5
8742,HDAC6
8743,HDAC7
8744,HDAC8
8745,HDAC9
8746,HDC
8747,HDDC2
8748,HDDC3
8749,HDGF
8750,HDGFL1
8751,HDGFRP2
8752,HDGFRP3
8753,HDHD1
8754,HDHD2
8755,HDHD3
8756,HDL3
8757,HDLBP
8758,HDX
8759,HEATR1
8760,HEATR3
8761,HEATR4
8762,HEATR5A
8763,HEATR5B
8764,HEATR6
8765,HEATR9
8766,HEBP1
8767,HEBP2
8768,HECA
8769,HECTD1
8770,HECTD2
8771,HECTD3
8772,HECTD4
8773,HECW1
8774,HECW2
8775,HEG1
8776,HEL1
8777,HELB
8778,HELLS
8779,HELQ
8780,HELT
8781,HELZ
8782,HELZ2
8783,HEMGN
8784,HEMK1
8785,HENMT1
8786,HEPACAM
8787,HEPACAM2
8788,HEPH
8789,HEPHL1
8790,HEPN1
8791,HERC1
8792,HERC2
8793,HERC2P2
8794,HERC2P3
8795,HERC2P4
8796,HERC2P9
8797,HERC3
8798,HERC4
8799,HERC5
8800,HERC6
8801,HERPUD1
8802,HERPUD2
8803,HES1
8804,HES2
8805,HES3
8806,HES4
8807,HES5
8808,HES6
8809,HES7
8810,HESX1
8811,HEXA
8812,HEXB
8813,HEXDC
8814,HEXIM1
8815,HEXIM2
8816,HEY
8817,HEY1
8818,HEY2
8819,HEYL
8820,HFE
8821,HFE2
8822,HFI1
8823,HFM1
8824,HGD
8825,HGF
8826,HGFAC
8827,HGH1
8828,HGNC:9979
8829,HGS
8830,HGSNAT
8831,HHAT
8832,HHATL
8833,HHEX
8834,HHF1
8835,HHIP
8836,HHIPL1
8837,HHIPL2
8838,HHLA1
8839,HHLA2
8840,HHLA3
8841,HHO1
8842,HHT1
8843,HHT2
8844,HHV8GK18_gp80
8845,HHV8GK18_gp81
8846,HIAT1
8847,HIATL1
8848,HIATL2
8849,HIBADH
8850,HIBCH
8851,HIC1
8852,HIC2
8853,HID1
8854,HIF1A
8855,HIF1A-AS2
8856,HIF1AN
8857,HIF3A
8858,HIGD1A
8859,HIGD1B
8860,HIGD1C
8861,HIGD2A
8862,HIGD2B
8863,HILPDA
8864,HILS1
8865,HINFP
8866,HINT1
8867,HINT2
8868,HINT3
8869,HIP1
8870,HIP1R
8871,HIPK1
8872,HIPK2
8873,HIPK3
8874,HIPK4
8875,HIRA
8876,HIRIP3
8877,HIS4
8878,HIST1H1A
8879,HIST1H1B
8880,HIST1H1C
8881,HIST1H1D
8882,HIST1H1E
8883,HIST1H1T
8884,HIST1H2A4
8885,HIST1H2A9
8886,HIST1H2AA
8887,HIST1H2AB
8888,HIST1H2AC
8889,HIST1H2AD
8890,HIST1H2AE
8891,HIST1H2AG
8892,HIST1H2AH
8893,HIST1H2AI
8894,HIST1H2AJ
8895,HIST1H2AK
8896,HIST1H2AL
8897,HIST1H2AM
8898,HIST1H2B7
8899,HIST1H2BA
8900,HIST1H2BB
8901,HIST1H2BC
8902,HIST1H2BD
8903,HIST1H2BE
8904,HIST1H2BF
8905,HIST1H2BG
8906,HIST1H2BH
8907,HIST1H2BI
8908,HIST1H2BJ
8909,HIST1H2BK
8910,HIST1H2BL
8911,HIST1H2BM
8912,HIST1H2BN
8913,HIST1H2BO
8914,HIST1H3A
8915,HIST1H3B
8916,HIST1H3C
8917,HIST1H3D
8918,HIST1H3E
8919,HIST1H3F
8920,HIST1H3G
8921,HIST1H3H
8922,HIST1H3I
8923,HIST1H3J
8924,HIST1H47
8925,HIST1H4A
8926,HIST1H4B
8927,HIST1H4C
8928,HIST1H4D
8929,HIST1H4E
8930,HIST1H4F
8931,HIST1H4G
8932,HIST1H4H
8933,HIST1H4I
8934,HIST1H4J
8935,HIST1H4K
8936,HIST1H4L
8937,HIST2H2AA3
8938,HIST2H2AA4
8939,HIST2H2AB
8940,HIST2H2AC
8941,HIST2H2BA
8942,HIST2H2BC
8943,HIST2H2BD
8944,HIST2H2BE
8945,HIST2H2BF
8946,HIST2H3A
8947,HIST2H3C
8948,HIST2H3D
8949,HIST2H3PS2
8950,HIST2H4A
8951,HIST2H4B
8952,HIST3H2A
8953,HIST3H2BB
8954,HIST3H3
8955,HIST4H4
8956,HIV2gp3
8957,HIV2gp5
8958,HIVEP1
8959,HIVEP2
8960,HIVEP3
8961,HJURP
8962,HK1
8963,HK2
8964,HK3
8965,HKDC1
8966,HKR1
8967,HLA-A
8968,HLA-B
8969,HLA-C
8970,HLA-DMA
8971,HLA-DMB
8972,HLA-DOA
8973,HLA-DOB
8974,HLA-DPA1
8975,HLA-DPB1
8976,HLA-DQA1
8977,HLA-DQA2
8978,HLA-DQB1
8979,HLA-DQB2
8980,HLA-DRA
8981,HLA-DRB1
8982,HLA-DRB3
8983,HLA-DRB4
8984,HLA-DRB5
8985,HLA-E
8986,HLA-F
8987,HLA-G
8988,HLA-H
8989,HLA-L
8990,HLCS
8991,HLF
8992,HLJ1
8993,HLR1
8994,HLTF
8995,HLX
8996,HM13
8997,HM13-AS1
8998,HMBOX1
8999,HMBS
9000,HMCES
9001,HMCN1
9002,HMCN2
9003,HMG20A
9004,HMG20B
9005,HMGA1
9006,HMGA1P3
9007,HMGA2
9008,HMGB1
9009,HMGB1P1
9010,HMGB1P10
9011,HMGB2
9012,HMGB3
9013,HMGB3P1
9014,HMGB4
9015,HMGCL
9016,HMGCLL1
9017,HMGCR
9018,HMGCS1
9019,HMGCS2
9020,HMGN1
9021,HMGN1P30
9022,HMGN2
9023,HMGN2P46
9024,HMGN3
9025,HMGN4
9026,HMGN5
9027,HMGXB3
9028,HMGXB4
9029,HMHA1
9030,HMMR
9031,HMO1
9032,HMOX1
9033,HMOX2
9034,HMP19
9035,HMS1
9036,HMS2
9037,HMX1
9038,HMX2
9039,HMX3
9040,HN1
9041,HN1L
9042,HNF1A
9043,HNF1A-AS1
9044,HNF1B
9045,HNF4A
9046,HNF4G
9047,HNMT
9048,HNRNPA0
9049,HNRNPA1
9050,HNRNPA1L2
9051,HNRNPA1P10
9052,HNRNPA1P33
9053,HNRNPA1P70
9054,HNRNPA2B1
9055,HNRNPA3
9056,HNRNPA3P1
9057,HNRNPAB
9058,HNRNPC
9059,HNRNPCL1
9060,HNRNPCL2
9061,HNRNPCL3
9062,HNRNPCL4
9063,HNRNPCP2
9064,HNRNPD
9065,HNRNPDL
9066,HNRNPF
9067,HNRNPH1
9068,HNRNPH1P1
9069,HNRNPH2
9070,HNRNPH3
9071,HNRNPK
9072,HNRNPL
9073,HNRNPLL
9074,HNRNPM
9075,HNRNPR
9076,HNRNPU
9077,HNRNPU-AS1
9078,HNRNPUL1
9079,HNRNPUL2
9080,HNRNPUL2-BSCL2
9081,HOGA1
9082,HOM2
9083,HOM6
9084,HOMER1
9085,HOMER2
9086,HOMER3
9087,HOMEZ
9088,HOOK1
9089,HOOK2
9090,HOOK3
9091,HOPX
9092,HORMAD1
9093,HORMAD2
9094,HORMAD2-AS1
9095,HOTAIR
9096,HOTAIRM1
9097,HOTTIP
9098,HOXA-AS2
9099,HOXA-AS3
9100,HOXA1
9101,HOXA10
9102,HOXA10-AS
9103,HOXA10-HOXA9
9104,HOXA11
9105,HOXA13
9106,HOXA2
9107,HOXA3
9108,HOXA4
9109,HOXA5
9110,HOXA6
9111,HOXA7
9112,HOXA9
9113,HOXB-AS3
9114,HOXB1
9115,HOXB13
9116,HOXB2
9117,HOXB3
9118,HOXB4
9119,HOXB5
9120,HOXB6
9121,HOXB7
9122,HOXB8
9123,HOXB9
9124,HOXC-AS3
9125,HOXC10
9126,HOXC11
9127,HOXC12
9128,HOXC13
9129,HOXC4
9130,HOXC5
9131,HOXC6
9132,HOXC8
9133,HOXC9
9134,HOXD1
9135,HOXD10
9136,HOXD11
9137,HOXD12
9138,HOXD13
9139,HOXD3
9140,HOXD4
9141,HOXD8
9142,HOXD9
9143,HP
9144,HP1BP3
9145,HPCA
9146,HPCAL1
9147,HPCAL4
9148,HPD
9149,HPDL
9150,HPGD
9151,HPGDS
9152,HPN
9153,HPR
9154,HPRT1
9155,HPS1
9156,HPS3
9157,HPS4
9158,HPS5
9159,HPS6
9160,HPSE
9161,HPSE2
9162,HPX
9163,HR
9164,HRAS
9165,HRASLS
9166,HRASLS2
9167,HRASLS5
9168,HRC
9169,HRCT1
9170,HRES1
9171,HRG
9172,HRH1
9173,HRH2
9174,HRH3
9175,HRH4
9176,HRK
9177,HRNR
9178,HRSP12
9179,HS1BP3
9180,HS2ST1
9181,HS3ST1
9182,HS3ST2
9183,HS3ST3A1
9184,HS3ST3B1
9185,HS3ST4
9186,HS3ST5
9187,HS3ST6
9188,HS6ST1
9189,HS6ST2
9190,HS6ST3
9191,HSBP1
9192,HSBP1L1
9193,HSC70-1
9194,HSC82
9195,HSCB
9196,HSD11B1
9197,HSD11B1L
9198,HSD11B2
9199,HSD17B1
9200,HSD17B10
9201,HSD17B11
9202,HSD17B12
9203,HSD17B13
9204,HSD17B14
9205,HSD17B1P1
9206,HSD17B2
9207,HSD17B3
9208,HSD17B4
9209,HSD17B6
9210,HSD17B7
9211,HSD17B7P2
9212,HSD17B8
9213,HSD3B1
9214,HSD3B2
9215,HSD3B7
9216,HSDL1
9217,HSDL2
9218,HSF1
9219,HSF2
9220,HSF2BP
